URL,Duration
,
https://skillleap.ai/programs/collection-custom-gpts-course?cid=3540625&permalink=11-introduction-to-gpts-a56891,1
https://skillleap.ai/programs/collection-custom-gpts-course?cid=3540626&permalink=12-building-your-first-gpt-step-by-step-de8b45,1
https://skillleap.ai/programs/collection-custom-gpts-course?cid=3540627&permalink=13-train-a-gpt-to-write-like-you-7dd805,1
